Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk,AI_Adoption_Score,Job_Level_Score,Education_Score,Company_Size_Score,Layoff_Risk_Score,Automation_Exposure_Index,Human_Creative_Protection_Index,AI_Intensity_Index,Experience_Band,Age_Band,Risk_Binary
25,Master's,4,Retail,Store Manager,Small,Mid,16,86,93,Low,1,0,14,2,Low,0,1,2,0,0,7.09470304975923,89.5,3.3333333333333335,4-7,21-30,Not_High
38,High School,11,IT,ML Engineer,Small,Mid,59,46,61,Medium,3,14,34,18,Medium,1,1,0,0,1,43.01029962546817,53.5,42.22222222222222,8-15,31-40,Not_High
29,Master's,8,Healthcare,Nurse,Large,Entry,45,60,87,Low,1,2,39,8,Low,0,0,2,2,0,22.74812734082397,73.5,5.555555555555556,8-15,21-30,Not_High
26,Bachelor's,5,Education,Academic Coordinator,Medium,Entry,37,68,38,Low,2,0,25,9,Low,0,0,1,1,0,18.93459069020867,53.0,6.666666666666667,4-7,21-30,Not_High
26,High School,5,Education,Academic Coordinator,Large,Entry,77,21,67,Medium,3,12,51,12,High,1,0,0,2,2,53.14272338148742,44.0,40.00000000000001,4-7,21-30,High
60,Bachelor's,12,IT,Software Engineer,Medium,Mid,93,3,66,High,7,20,87,49,High,2,1,1,1,2,90.51698769395398,34.5,78.88888888888889,8-15,51-60,High
37,High School,11,IT,Data Analyst,Medium,Entry,61,35,33,Low,2,4,56,4,High,0,0,0,1,2,34.78531300160513,34.0,11.111111111111112,8-15,31-40,High
47,Bachelor's,6,Finance,Financial Analyst,Medium,Entry,76,23,24,Medium,4,7,48,20,High,1,0,1,1,2,54.5024077046549,23.5,37.77777777777778,4-7,41-50,High
54,Bachelor's,11,Manufacturing,Production Supervisor,Large,Entry,31,66,24,Low,2,1,14,3,Medium,0,0,1,2,1,14.058988764044944,45.0,7.777777777777778,8-15,51-60,Not_High
32,High School,7,Healthcare,Health Analyst,Medium,Mid,74,35,53,Medium,5,5,60,8,High,1,1,0,1,2,59.77795612627072,44.0,38.88888888888889,4-7,31-40,High
53,Bachelor's,5,Logistics,Supply Chain Analyst,Medium,Entry,21,79,77,Low,2,4,11,0,Low,0,0,1,1,0,10.240101658640985,78.0,11.111111111111112,4-7,51-60,Not_High
27,Master's,6,Healthcare,Nurse,Large,Mid,70,26,82,Medium,2,11,38,16,Medium,1,1,2,2,1,44.90770465489567,54.0,35.55555555555556,4-7,21-30,Not_High
26,High School,5,Finance,Accountant,Medium,Entry,89,12,72,Medium,2,11,76,27,High,1,0,0,1,2,61.23662386302836,42.0,35.55555555555556,4-7,21-30,High
54,Bachelor's,12,Education,Teacher,Small,Entry,14,70,82,Low,2,2,10,7,Low,0,0,1,0,0,7.875869448903157,76.0,8.88888888888889,8-15,51-60,Not_High
41,Master's,10,Finance,Auditor,Small,Entry,19,94,29,Low,1,1,14,6,Low,0,0,2,0,0,7.987560192616372,61.5,4.444444444444445,8-15,41-50,Not_High
46,Bachelor's,10,Education,Teacher,Medium,Mid,28,79,69,Low,2,4,22,1,Low,0,1,1,1,0,15.413322632423753,74.0,11.111111111111112,8-15,41-50,Not_High
36,Bachelor's,11,IT,Data Analyst,Medium,Entry,64,30,73,Medium,2,10,36,14,Medium,1,0,1,1,1,42.56019261637239,51.5,34.444444444444436,8-15,31-40,Not_High
40,Master's,9,Healthcare,Nurse,Medium,Entry,69,23,65,Medium,3,6,56,13,Medium,1,0,2,1,1,52.16626538255751,44.0,33.33333333333333,8-15,31-40,Not_High
25,Bachelor's,3,Finance,Auditor,Large,Senior,47,58,36,Medium,2,8,31,21,Low,1,2,1,2,0,36.09617442482611,47.0,32.22222222222222,0-3,21-30,Not_High
59,Master's,7,Healthcare,Health Analyst,Large,Entry,69,28,36,Medium,4,14,39,19,Medium,1,0,2,2,1,49.89098448368111,32.0,45.55555555555556,4-7,51-60,Not_High
38,High School,13,IT,ML Engineer,Large,Mid,93,13,59,High,5,28,49,36,High,2,1,0,2,2,74.8428303905832,36.0,81.11111111111113,8-15,31-40,High
32,Bachelor's,11,Telecom,Operations Analyst,Medium,Mid,67,35,81,Medium,2,10,54,14,Medium,1,1,1,1,1,48.50922953451043,58.0,34.444444444444436,8-15,31-40,Not_High
45,Master's,7,Healthcare,Nurse,Medium,Mid,26,81,98,Low,2,4,22,4,Low,0,1,2,1,0,14.81808453718566,89.5,11.111111111111112,4-7,41-50,Not_High
35,High School,12,Manufacturing,Operator,Small,Mid,67,33,30,Medium,5,9,41,27,High,1,1,0,0,2,52.35754414125201,31.5,43.333333333333336,8-15,31-40,High
60,Bachelor's,4,Finance,Auditor,Medium,Entry,26,82,91,Low,1,4,13,6,Low,0,0,1,1,0,9.78999464954521,86.5,7.777777777777778,4-7,51-60,Not_High
47,Bachelor's,10,IT,ML Engineer,Large,Entry,69,40,64,Medium,5,14,57,20,High,1,0,1,2,2,57.44716425896201,52.0,48.88888888888889,8-15,41-50,High
48,High School,1,Retail,Store Manager,Large,Entry,30,68,65,Low,0,0,24,4,High,0,0,0,2,2,11.570358480470839,66.5,0.0,0-3,41-50,High
28,Bachelor's,7,Education,Academic Coordinator,Large,Senior,33,84,34,Low,1,3,27,8,Low,0,2,1,2,0,15.805912252541468,59.0,6.666666666666667,4-7,21-30,Not_High
59,Bachelor's,20,Manufacturing,Operator,Large,Mid,53,51,35,Medium,5,5,33,29,Medium,1,1,1,2,1,45.94368646334939,43.0,38.88888888888889,15+,51-60,Not_High
23,Bachelor's,0,Logistics,Supply Chain Analyst,Medium,Entry,38,50,47,Low,0,5,35,8,High,0,0,1,1,2,17.04119850187266,48.5,5.555555555555555,0-3,21-30,High
34,Bachelor's,7,Education,Academic Coordinator,Small,Entry,40,68,74,Low,1,1,25,7,Low,0,0,1,0,0,17.327447833065808,71.0,4.444444444444445,4-7,31-40,Not_High
32,Bachelor's,11,Logistics,Dispatcher,Small,Entry,28,76,21,Low,1,4,15,8,Medium,0,0,1,0,1,10.947030497592294,48.5,7.777777777777778,8-15,31-40,Not_High
46,PhD,9,Logistics,Supply Chain Analyst,Small,Entry,54,57,44,Low,2,2,52,6,Medium,0,0,3,0,1,31.578384162653823,50.5,8.88888888888889,8-15,41-50,Not_High
40,High School,14,Healthcare,Medical Assistant,Medium,Entry,17,71,64,Low,0,1,14,4,Low,0,0,0,1,0,4.892322097378276,67.5,1.1111111111111112,8-15,31-40,Not_High
50,Bachelor's,5,Education,Research Assistant,Medium,Mid,49,45,91,Low,2,1,46,1,Low,0,1,1,1,0,28.40489566613162,68.0,7.777777777777778,4-7,41-50,Not_High
22,Master's,1,Education,Teacher,Medium,Senior,15,77,73,Low,0,3,12,0,Low,0,2,2,1,0,3.7352862493311934,75.0,3.3333333333333335,0-3,21-30,Not_High
46,PhD,13,Finance,Financial Analyst,Medium,Mid,47,55,56,Low,0,1,45,7,Medium,0,1,3,1,1,22.52875869448903,55.5,1.1111111111111112,8-15,41-50,Not_High
43,PhD,6,Finance,Auditor,Large,Entry,35,59,37,Low,0,0,32,3,Medium,0,0,3,2,1,15.305644729802031,48.0,0.0,4-7,41-50,Not_High
60,Master's,7,Healthcare,Medical Assistant,Large,Entry,18,80,28,Low,2,4,16,4,Low,0,0,2,2,0,10.751738897806314,54.0,11.111111111111112,4-7,51-60,Not_High
28,Master's,7,Healthcare,Health Analyst,Medium,Entry,43,48,34,Low,1,0,23,4,Medium,0,0,2,1,1,17.658507223113965,41.0,3.3333333333333335,4-7,21-30,Not_High
32,PhD,9,Retail,Inventory Analyst,Medium,Entry,51,48,57,Low,0,0,41,4,Medium,0,0,3,1,1,22.595639379347244,52.5,0.0,8-15,31-40,Not_High
46,Bachelor's,13,Healthcare,Medical Assistant,Medium,Entry,60,36,41,Medium,5,12,43,24,Medium,1,0,1,1,1,50.83600856072766,38.5,46.666666666666664,8-15,41-50,Not_High
29,Bachelor's,3,Manufacturing,Production Supervisor,Medium,Entry,79,27,45,Medium,2,12,52,18,High,1,0,1,1,2,51.518860353130016,36.0,36.66666666666667,0-3,21-30,High
31,Bachelor's,6,Education,Teacher,Medium,Senior,58,42,94,Medium,4,6,52,8,Low,1,2,1,1,0,50.268860353130016,68.0,36.66666666666667,4-7,31-40,Not_High
46,High School,10,Education,Teacher,Large,Mid,20,80,98,Low,0,4,12,8,Low,0,1,0,2,0,5.223381487426431,89.0,4.444444444444445,8-15,41-50,Not_High
55,PhD,3,Education,Academic Coordinator,Small,Entry,74,24,84,Medium,5,12,56,19,Medium,1,0,3,0,1,58.65436062065276,54.0,46.666666666666664,0-3,51-60,Not_High
33,Bachelor's,9,Logistics,Dispatcher,Small,Entry,65,32,93,Low,1,4,53,3,High,0,0,1,0,2,32.63309256286785,62.5,7.777777777777778,8-15,31-40,High
47,Master's,8,Telecom,Operations Analyst,Small,Mid,55,43,31,Medium,5,8,53,13,Medium,1,1,2,0,1,52.15690208667737,37.0,42.22222222222222,8-15,41-50,Not_High
39,PhD,0,Finance,Financial Analyst,Small,Mid,40,53,42,Low,2,4,37,4,Medium,0,1,3,0,1,23.198234349919744,47.5,11.111111111111112,0-3,31-40,Not_High
43,Bachelor's,13,Education,Research Assistant,Small,Entry,20,93,78,Low,2,2,15,7,Low,0,0,1,0,0,11.066078116639915,85.5,8.88888888888889,8-15,41-50,Not_High
50,High School,12,IT,Software Engineer,Medium,Entry,55,36,75,Low,2,5,28,2,Medium,0,0,0,1,1,25.134430176565008,55.5,12.222222222222223,8-15,41-50,Not_High
25,Bachelor's,4,IT,ML Engineer,Medium,Senior,63,36,59,Medium,4,9,50,29,Low,1,2,1,1,0,51.195157838416264,47.5,40.0,4-7,21-30,Not_High
24,High School,3,Finance,Auditor,Large,Entry,82,15,82,Medium,5,11,45,16,High,1,0,0,2,2,57.9454253611557,48.5,45.55555555555556,0-3,21-30,High
38,High School,6,Telecom,Operations Analyst,Large,Entry,14,86,28,Low,1,4,9,5,Medium,0,0,0,2,1,5.094970572498663,57.0,7.777777777777778,4-7,31-40,Not_High
48,Bachelor's,19,Education,Academic Coordinator,Large,Mid,43,64,39,Low,2,2,38,5,Low,0,1,1,2,0,24.37199036918138,51.5,8.88888888888889,15+,41-50,Not_High
25,Bachelor's,4,Manufacturing,Operator,Medium,Entry,54,62,78,Low,1,2,26,3,Medium,0,0,1,1,1,21.77501337613697,70.0,5.555555555555556,4-7,21-30,Not_High
22,Bachelor's,1,Logistics,Warehouse Manager,Small,Mid,92,0,48,High,9,19,65,32,High,2,1,1,0,2,89.03959336543606,24.0,84.44444444444444,0-3,21-30,High
43,Bachelor's,5,Finance,Auditor,Medium,Entry,49,45,81,Low,0,4,35,7,Medium,0,0,1,1,1,20.315008025682186,63.0,4.444444444444445,4-7,41-50,Not_High
56,Master's,0,Education,Teacher,Medium,Mid,62,20,93,Medium,3,11,39,28,Medium,1,1,2,1,1,45.30765115034778,56.5,38.88888888888889,0-3,51-60,Not_High
51,Bachelor's,12,Manufacturing,Operator,Large,Mid,56,28,54,Medium,5,9,45,5,High,1,1,1,2,2,50.207330123060466,41.0,43.333333333333336,8-15,51-60,High
45,PhD,9,Manufacturing,Operator,Small,Entry,28,70,55,Low,0,5,18,3,Low,0,0,3,0,0,9.289727126805778,62.5,5.555555555555555,8-15,41-50,Not_High
44,Master's,13,Finance,Auditor,Medium,Entry,28,63,88,Low,0,5,21,9,Low,0,0,2,1,0,10.13242375601926,75.5,5.555555555555555,8-15,41-50,Not_High
40,High School,11,Education,Research Assistant,Large,Entry,86,6,68,Medium,2,10,39,15,High,1,0,0,2,2,49.95050829320492,37.0,34.444444444444436,8-15,31-40,High
44,Bachelor's,15,IT,ML Engineer,Large,Entry,34,46,69,Low,1,1,28,9,Medium,0,0,1,2,1,16.384430176565008,57.5,4.444444444444445,8-15,41-50,Not_High
52,Master's,16,Healthcare,Health Analyst,Large,Entry,50,47,76,Low,0,5,44,9,Low,0,0,2,2,0,23.140716960941678,61.5,5.555555555555555,15+,51-60,Not_High
29,Bachelor's,8,Manufacturing,Quality Engineer,Small,Mid,56,47,68,Medium,5,14,50,28,Medium,1,1,1,0,1,51.611824505082936,57.5,48.88888888888889,8-15,21-30,Not_High
55,Bachelor's,7,Telecom,Operations Analyst,Large,Entry,83,0,25,High,9,23,80,59,High,2,0,1,2,2,90.57450508293205,12.5,88.88888888888889,4-7,51-60,High
39,High School,16,Manufacturing,Production Supervisor,Small,Senior,87,8,48,High,9,29,77,69,High,2,2,0,0,2,90.92228464419475,28.0,95.55555555555556,15+,31-40,High
30,Bachelor's,9,Retail,Sales Associate,Medium,Entry,23,85,67,Low,1,2,12,2,Low,0,0,1,1,0,8.616238630283574,76.0,5.555555555555556,8-15,21-30,Not_High
35,High School,13,IT,Data Analyst,Large,Mid,51,51,85,Low,1,1,42,7,Medium,0,1,0,2,1,25.37653825575174,68.0,4.444444444444445,8-15,31-40,Not_High
27,Bachelor's,2,Telecom,Operations Analyst,Medium,Entry,18,80,56,Low,1,4,8,0,Medium,0,0,1,1,1,6.004547886570358,68.0,7.777777777777778,0-3,21-30,Not_High
48,Bachelor's,8,Education,Academic Coordinator,Medium,Mid,87,3,34,Medium,2,10,52,5,High,1,1,1,1,2,53.899812734082396,18.5,34.444444444444436,8-15,41-50,High
22,Bachelor's,1,Education,Research Assistant,Large,Entry,16,100,23,Low,2,5,13,3,Low,0,0,1,2,0,9.313804173354736,61.5,12.222222222222223,0-3,21-30,Not_High
37,Master's,15,Retail,Sales Associate,Medium,Entry,44,46,93,Low,1,5,35,5,Medium,0,0,2,1,1,21.326912787586945,69.5,8.88888888888889,8-15,31-40,Not_High
54,High School,15,Education,Research Assistant,Large,Mid,13,100,94,Low,2,2,9,5,Low,0,1,0,2,0,7.297351524879615,97.0,8.88888888888889,8-15,51-60,Not_High
22,High School,1,Finance,Accountant,Medium,Entry,25,79,75,Low,0,4,13,0,Medium,0,0,0,1,1,6.992375601926164,77.0,4.444444444444445,0-3,21-30,Not_High
45,Bachelor's,13,Healthcare,Health Analyst,Small,Entry,87,16,68,Medium,4,10,58,19,High,1,0,1,0,2,60.58520599250936,42.0,41.111111111111114,8-15,41-50,High
31,Bachelor's,3,Healthcare,Medical Assistant,Small,Entry,62,39,47,Medium,3,14,53,17,High,1,0,1,0,2,49.240235420010706,43.0,42.22222222222222,0-3,31-40,High
50,Master's,11,Logistics,Warehouse Manager,Medium,Entry,67,29,70,Medium,5,14,41,23,High,1,0,2,1,2,52.35754414125201,49.5,48.88888888888889,8-15,41-50,High
54,High School,6,Manufacturing,Quality Engineer,Medium,Mid,60,61,44,Medium,4,12,42,6,High,1,1,0,1,2,48.05510968432317,52.5,43.333333333333336,4-7,51-60,High
49,Master's,11,Logistics,Dispatcher,Small,Senior,27,64,36,Low,2,1,25,0,Low,0,2,2,0,0,15.958400214018193,50.0,7.777777777777778,8-15,41-50,Not_High
60,PhD,14,Logistics,Warehouse Manager,Medium,Mid,86,2,73,High,8,25,47,59,Medium,2,1,3,1,1,79.69769930444089,37.5,87.77777777777777,8-15,51-60,Not_High
53,Bachelor's,12,Manufacturing,Quality Engineer,Medium,Senior,32,73,79,Low,1,2,17,2,Low,0,2,1,1,0,12.699304440877473,76.0,5.555555555555556,8-15,51-60,Not_High
48,Master's,5,Healthcare,Medical Assistant,Medium,Entry,65,38,25,Medium,3,10,55,15,Medium,1,0,2,1,1,50.69489031567683,31.5,37.77777777777778,4-7,41-50,Not_High
36,High School,3,Manufacturing,Operator,Medium,Senior,75,17,45,Medium,4,5,63,5,High,1,2,0,1,2,58.41827180310326,31.0,35.55555555555556,0-3,31-40,High
24,Master's,3,Finance,Accountant,Small,Mid,11,95,94,Low,2,0,7,2,Low,0,1,2,0,0,6.140315676832531,94.5,6.666666666666667,0-3,21-30,Not_High
36,High School,4,Retail,Inventory Analyst,Medium,Senior,54,59,50,Medium,4,5,25,29,Medium,1,2,0,1,1,41.49411449973248,54.5,35.55555555555556,4-7,31-40,Not_High
28,Bachelor's,0,Logistics,Supply Chain Analyst,Small,Mid,20,86,27,Low,0,1,19,6,Medium,0,1,1,0,1,7.189673622257891,56.5,1.1111111111111112,0-3,21-30,Not_High
23,PhD,2,Manufacturing,Operator,Small,Entry,31,79,33,Low,2,3,26,3,Medium,0,0,3,0,1,17.429775280898877,56.0,10.000000000000002,0-3,21-30,Not_High
39,Bachelor's,14,Retail,Sales Associate,Medium,Mid,92,20,54,Medium,3,7,87,6,High,1,1,1,1,2,67.71936864633493,37.0,34.44444444444445,8-15,31-40,High
60,Master's,8,Logistics,Dispatcher,Medium,Mid,82,34,83,Medium,3,10,55,26,Medium,1,1,2,1,1,55.75441412520063,58.5,37.77777777777778,8-15,51-60,Not_High
49,Master's,0,IT,Software Engineer,Small,Mid,65,47,65,Medium,5,10,31,24,Medium,1,1,2,0,1,48.953317281968964,56.0,44.44444444444444,0-3,41-50,Not_High
59,Master's,10,Logistics,Supply Chain Analyst,Large,Entry,88,23,23,Medium,2,12,45,27,High,1,0,2,2,2,52.231139646869984,23.0,36.66666666666667,8-15,51-60,High
59,High School,16,Manufacturing,Quality Engineer,Large,Mid,36,73,82,Low,2,4,19,3,Low,0,1,0,2,0,16.95157838416265,77.5,11.111111111111112,15+,51-60,Not_High
37,PhD,10,Education,Research Assistant,Small,Senior,74,11,93,Medium,2,7,50,7,Low,1,2,3,0,0,49.46896736222578,52.0,31.11111111111111,8-15,31-40,Not_High
39,Master's,14,Manufacturing,Operator,Small,Entry,66,47,51,Low,0,1,31,6,High,0,0,2,0,2,24.250936329588015,49.0,1.1111111111111112,8-15,31-40,High
26,High School,5,Manufacturing,Operator,Medium,Entry,20,71,35,Low,2,3,16,1,Medium,0,0,0,1,1,11.346976993044409,53.0,10.000000000000002,4-7,21-30,Not_High
31,Bachelor's,3,Telecom,Support Specialist,Large,Mid,15,90,80,Low,2,1,14,7,Low,0,1,1,2,0,9.297084002140183,85.0,7.777777777777778,0-3,31-40,Not_High
59,Bachelor's,17,Manufacturing,Operator,Small,Entry,83,21,28,Medium,4,8,47,27,High,1,0,1,0,2,56.304842161583736,24.5,38.88888888888889,15+,51-60,High
58,Bachelor's,12,Finance,Financial Analyst,Large,Entry,46,56,31,Low,2,5,22,5,Medium,0,0,1,2,1,20.770465489566615,43.5,12.222222222222223,8-15,51-60,Not_High
40,Bachelor's,8,Telecom,Network Engineer,Medium,Entry,25,87,72,Low,2,4,21,1,Low,0,0,1,1,0,14.239566613162118,79.5,11.111111111111112,8-15,31-40,Not_High
23,High School,2,Retail,Inventory Analyst,Medium,Mid,16,80,89,Low,2,3,9,8,Low,0,1,0,1,0,8.190208667736758,84.5,10.000000000000002,0-3,21-30,Not_High
50,Bachelor's,13,Education,Academic Coordinator,Small,Mid,47,62,27,Low,0,2,42,5,Medium,0,1,1,0,1,21.686062065275546,44.5,2.2222222222222223,8-15,41-50,Not_High
25,Master's,4,Logistics,Supply Chain Analyst,Large,Entry,86,12,62,High,9,23,75,54,High,2,0,2,2,2,90.06286784376671,37.0,88.88888888888889,4-7,21-30,High
46,Bachelor's,9,Healthcare,Medical Assistant,Large,Entry,62,33,53,Medium,4,13,28,22,Medium,1,0,1,2,1,44.71776350989835,43.0,44.44444444444445,8-15,41-50,Not_High
56,Bachelor's,10,Education,Research Assistant,Medium,Entry,57,53,79,Medium,3,10,28,13,Medium,1,0,1,1,1,40.72966827180311,66.0,37.77777777777778,8-15,51-60,Not_High
21,Bachelor's,0,Retail,Sales Associate,Medium,Entry,86,1,23,High,10,29,75,59,High,2,0,1,1,2,92.56286784376671,12.0,98.88888888888889,0-3,21-30,High
46,High School,10,IT,Software Engineer,Large,Mid,59,27,51,Medium,3,10,54,10,High,1,1,0,2,2,48.62827715355806,39.0,37.77777777777778,8-15,41-50,High
35,Master's,8,Logistics,Warehouse Manager,Medium,Senior,47,48,65,Low,0,5,32,4,Low,0,2,2,1,0,18.877073301230602,56.5,5.555555555555555,8-15,31-40,Not_High
32,High School,8,Logistics,Warehouse Manager,Large,Entry,39,64,77,Low,1,1,25,1,Medium,0,0,0,2,1,17.029828785446764,70.5,4.444444444444445,8-15,31-40,Not_High
42,High School,8,IT,Data Analyst,Medium,Entry,66,36,59,Medium,2,12,54,23,High,1,0,0,1,2,48.21161048689138,47.5,36.66666666666667,8-15,41-50,High
33,Bachelor's,12,Manufacturing,Production Supervisor,Small,Entry,76,29,51,High,6,30,47,62,High,2,0,1,0,2,71.7215088282504,40.0,86.66666666666667,8-15,31-40,High
23,PhD,2,Healthcare,Nurse,Small,Entry,54,32,85,Medium,3,12,27,26,Medium,1,0,3,0,1,39.55591225254147,58.5,40.00000000000001,0-3,21-30,Not_High
42,High School,8,Logistics,Supply Chain Analyst,Medium,Mid,47,46,29,Low,1,4,43,9,High,0,1,0,1,2,24.466960941680043,37.5,7.777777777777778,8-15,41-50,High
30,Bachelor's,9,Logistics,Warehouse Manager,Medium,Entry,26,91,52,Low,0,0,19,3,Medium,0,0,1,1,1,8.975387907972177,71.5,0.0,8-15,21-30,Not_High
54,Bachelor's,13,Education,Teacher,Small,Entry,58,40,89,Medium,3,5,34,28,Medium,1,0,1,0,1,42.71268057784911,64.5,32.22222222222222,8-15,51-60,Not_High
36,Bachelor's,15,Finance,Financial Analyst,Small,Mid,45,53,76,Low,2,4,41,5,Medium,0,1,1,0,1,25.809925093632955,64.5,11.111111111111112,8-15,31-40,Not_High
31,High School,4,Education,Teacher,Medium,Entry,86,16,97,Medium,3,11,60,25,High,1,0,0,1,2,58.3493846976993,56.5,38.88888888888889,4-7,31-40,High
21,Master's,0,Retail,Sales Associate,Medium,Entry,65,24,41,Low,2,0,46,6,High,0,0,2,1,2,33.16680042803638,32.5,6.666666666666667,0-3,21-30,High
28,High School,3,Finance,Financial Analyst,Medium,Mid,70,42,81,Medium,2,5,48,13,High,1,1,0,1,2,47.71669341894061,61.5,28.888888888888886,0-3,21-30,High
32,Bachelor's,6,IT,Software Engineer,Small,Entry,89,20,87,Medium,3,7,53,16,High,1,0,1,0,2,57.27594970572498,53.5,34.44444444444445,4-7,31-40,High
21,Bachelor's,0,Education,Academic Coordinator,Medium,Mid,65,36,84,Medium,3,7,49,27,Medium,1,1,1,1,1,49.00949705724987,60.0,34.44444444444445,0-3,21-30,Not_High
35,Master's,7,Education,Academic Coordinator,Medium,Mid,53,39,94,Low,2,4,35,0,Low,0,1,2,1,0,26.505484216158372,66.5,11.111111111111112,4-7,31-40,Not_High
24,Bachelor's,3,Retail,Sales Associate,Small,Entry,35,70,22,Low,1,5,22,2,Medium,0,0,1,0,1,14.996655965757089,46.0,8.88888888888889,0-3,21-30,Not_High
43,Bachelor's,4,Education,Academic Coordinator,Small,Senior,57,49,86,Medium,2,12,29,11,Low,1,2,1,0,0,38.5105671482076,67.5,36.66666666666667,4-7,41-50,Not_High
46,Bachelor's,18,Education,Academic Coordinator,Medium,Mid,57,52,44,Medium,2,9,41,15,Low,1,1,1,1,0,41.88135366506153,48.0,33.33333333333333,15+,41-50,Not_High
35,Bachelor's,7,Telecom,Network Engineer,Medium,Senior,35,53,85,Low,2,1,29,4,Low,0,2,1,1,0,19.46294810058855,69.0,7.777777777777778,4-7,31-40,Not_High
26,Bachelor's,5,Finance,Financial Analyst,Small,Mid,31,84,87,Low,1,4,21,6,Low,0,1,1,0,0,13.525280898876405,85.5,7.777777777777778,4-7,21-30,Not_High
24,High School,3,Retail,Store Manager,Medium,Mid,78,38,88,Medium,3,5,44,5,High,1,1,0,1,2,51.47405029427501,63.0,32.22222222222222,0-3,21-30,High
60,Bachelor's,10,Education,Research Assistant,Medium,Mid,42,57,70,Low,0,0,35,1,Low,0,1,1,1,0,18.231674692348847,63.5,0.0,8-15,51-60,Not_High
49,High School,21,Logistics,Dispatcher,Small,Mid,75,18,36,Medium,3,8,72,25,High,1,1,0,0,2,58.44636169074371,27.0,35.55555555555556,15+,41-50,High
58,Master's,7,Telecom,Support Specialist,Small,Mid,17,92,36,Low,0,1,7,1,Low,0,1,2,0,0,2.9260299625468162,64.0,1.1111111111111112,4-7,51-60,Not_High
41,Bachelor's,5,IT,ML Engineer,Medium,Senior,79,4,84,Medium,4,9,49,6,Medium,1,2,1,1,1,55.67616372391653,44.0,40.0,4-7,41-50,Not_High
53,Master's,3,Education,Teacher,Medium,Entry,40,71,91,Low,2,3,37,0,Low,0,0,2,1,0,23.198234349919744,81.0,10.000000000000002,0-3,51-60,Not_High
59,Bachelor's,5,Manufacturing,Operator,Large,Senior,77,7,30,Medium,3,7,55,18,High,1,2,1,2,2,54.2663188871054,18.5,34.44444444444445,4-7,51-60,High
21,Bachelor's,0,Finance,Accountant,Small,Mid,58,53,34,Medium,3,14,55,15,High,1,1,1,0,2,48.6115569823435,43.5,42.22222222222222,0-3,21-30,High
22,High School,1,Telecom,Operations Analyst,Small,Mid,42,51,94,Low,1,0,20,5,Medium,0,1,0,0,1,16.518191546281432,72.5,3.3333333333333335,0-3,21-30,Not_High
36,Bachelor's,5,IT,Data Analyst,Medium,Entry,56,46,44,Medium,4,14,39,5,Medium,1,0,1,1,1,46.021936864633496,45.0,45.55555555555556,4-7,31-40,Not_High
34,Bachelor's,13,Retail,Store Manager,Medium,Senior,44,57,95,Low,0,3,34,1,Low,0,2,1,1,0,18.546013911182452,76.0,3.3333333333333335,8-15,31-40,Not_High
39,Bachelor's,7,Logistics,Supply Chain Analyst,Medium,Mid,79,10,21,Medium,4,5,74,8,High,1,1,1,1,2,62.69863563402889,15.5,35.55555555555556,4-7,31-40,High
28,Bachelor's,7,Education,Academic Coordinator,Large,Entry,56,42,50,Medium,3,13,53,21,Medium,1,0,1,2,1,47.45452113429642,46.0,41.111111111111114,4-7,21-30,Not_High
46,Master's,5,Logistics,Dispatcher,Medium,Mid,32,87,33,Low,1,2,22,7,Low,0,1,2,1,0,14.103798822899947,60.0,5.555555555555556,4-7,41-50,Not_High
48,Bachelor's,9,Education,Teacher,Medium,Mid,66,40,77,Medium,3,9,39,16,Medium,1,1,1,1,1,46.49812734082397,58.5,36.66666666666667,8-15,41-50,Not_High
33,Master's,12,Finance,Auditor,Medium,Entry,60,41,39,Medium,4,9,51,10,High,1,0,2,1,2,50.58319957196361,40.0,40.0,8-15,31-40,High
60,High School,15,Logistics,Dispatcher,Small,Mid,23,79,37,Low,1,3,15,4,Medium,0,1,0,0,1,9.458935259497055,58.0,6.666666666666667,8-15,51-60,Not_High
23,Bachelor's,2,Retail,Store Manager,Large,Mid,57,59,94,Low,0,1,41,4,Medium,0,1,1,2,1,24.381353665061532,76.5,1.1111111111111112,0-3,21-30,Not_High
25,Master's,4,Telecom,Operations Analyst,Small,Mid,16,94,32,Low,1,1,13,4,Low,0,1,2,0,0,6.813804173354734,63.0,4.444444444444445,4-7,21-30,Not_High
27,Master's,6,Telecom,Network Engineer,Medium,Entry,27,87,93,Low,2,4,21,6,Low,0,0,2,1,0,14.834804708400211,90.0,11.111111111111112,4-7,21-30,Not_High
44,Bachelor's,9,Retail,Store Manager,Small,Mid,17,79,83,Low,1,1,16,9,Low,0,1,1,0,0,7.954119850187266,81.0,4.444444444444445,8-15,41-50,Not_High
49,Bachelor's,14,Telecom,Network Engineer,Large,Senior,49,38,57,Medium,5,9,44,25,Low,1,2,1,2,0,47.84309791332263,47.5,43.333333333333336,8-15,41-50,Not_High
21,Bachelor's,0,Education,Research Assistant,Large,Entry,71,41,58,Medium,5,7,36,18,High,1,0,1,2,2,52.143525949705726,49.5,41.111111111111114,0-3,21-30,High
